plane,series,angle_deg,total_energy_ev,relative_energy_microev
103,w_rank1_2_3_4_5_6,65.0,122.03999577265647,0.7229992178281464
103,w_rank1_2_3_4_5_6,70.0,122.03999559970772,0.5500504727251609
103,w_rank1_2_3_4_5_6,75.0,122.03999544932539,0.39966813858427486
103,w_rank1_2_3_4_5_6,80.0,122.03999534709237,0.2974351218654192
103,w_rank1_2_3_4_5_6,85.0,122.03999527423684,0.2245795940325479
103,w_rank1_2_3_4_5_6,90.0,122.03999523411063,0.18445338412220735
103,w_rank1_2_3_4_5_6,95.0,122.03999527423693,0.2245796792976762
103,w_rank1_2_3_4_5_6,100.0,122.03999534709226,0.2974350081785815
103,w_rank1_2_3_4_5_6,105.0,122.03999544932603,0.39966877807273704
103,w_rank1_2_3_4_5_6,110.0,122.03999559970786,0.5500506148337081
103,w_rank1_2_3_4_5_6,115.0,122.03999577265674,0.722999487834386
103,w_rank1_2_3_4_5_6,120.0,122.03999594675855,0.8971013016889628
103,w_rank1_2_3_4_5_6,125.0,122.03999608822689,1.0385696356252083
103,w_rank1_2_3_4_5_6,130.0,122.03999620713533,1.1574780813816687
103,w_rank1_2_3_4_5_6,135.0,122.03999618306817,1.1334109188965158
103,w_rank1_2_3_4_5_6,140.0,122.03999609966917,1.05001191741394
103,w_rank1_2_3_4_5_6,145.0,122.03999594941986,0.8997626110840429
103,w_rank1_2_3_4_5_6,150.0,122.03999573347255,0.6838153012722614
103,w_rank1_2_3_4_5_6,155.0,122.03999551703298,0.4673757274531454
103,w_rank1_2_3_4_5_6,160.0,122.03999531872046,0.26906320726993727
103,w_rank1_2_3_4_5_6,165.0,122.03999515118647,0.10152922413908527
103,w_rank1_2_3_4_5_6,170.0,122.03999506690845,0.017251196027245896
103,w_rank1_2_3_4_5_6,175.0,122.03999504674299,-0.0029142626090106205
103,w_rank1_2_3_4_5_6,180.0,122.03999504964895,-8.29913915367797e-06
103,w_rank1_2_3_4_5_6,185.0,122.03999504674285,-0.0029144047175577725
103,w_rank1_2_3_4_5_6,190.0,122.03999506690829,0.01725103970784403
103,w_rank1_2_3_4_5_6,195.0,122.03999515118633,0.10152908203053812
103,w_rank1_2_3_4_5_6,200.0,122.03999531872027,0.26906302252882597
103,w_rank1_2_3_4_5_6,205.0,122.03999551703336,0.4673761111462227
103,w_rank1_2_3_4_5_6,210.0,122.03999573347261,0.6838153581156803
103,w_rank1_2_3_4_5_6,215.0,122.03999594941958,0.8997623268669486
103,w_rank1_2_3_4_5_6,220.0,122.03999609966849,1.0500112352929136
103,w_rank1_2_3_4_5_6,225.0,122.03999618306788,1.1334106346794215
103,w_rank1_2_3_4_5_6,230.0,122.03999620713464,1.1574773850497877
